id,time,res_age,res_gender,ch_ageY,ch_ageM,ch_gender,school,fa_num,sib_num,education,conduct,hyperactive,emotional,peer,prosocial,sdq_sum,ch_sh,ios_cg,ios_oth,scr_time,outside_playing,lessons,excludeT1T2,excludeT2T3
378,T1,42,2,9,116,2,sch,4,2,3,1,0,0,2,6,3,7,5,1,2.5,2,0.428571429,adopted,NA
380,T1,36,2,2,26,1,inf,3,1,4,1,5,2,0,10,8,7,2,2,1.214285714,3,0.071428571,adopted,NA
381,T1,32,2,2,25,1,inf,3,1,5,1,6,1,5,4,13,7,7,2,2,2,0,adopted,NA
382,T1,38,2,5,61,2,presch,4,2,3,3,5,3,4,5,15,7,7,3,2.428571429,0,0,adopted,NA
383,T1,46,2,8,101,2,sch,5,3,4,4,7,0,1,5,12,7,4,4,4.571428571,0.214285714,0,adopted,NA
384,T1,43,2,2,33,1,inf,6,4,2,1,2,0,3,4,6,NA,7,1,0.535714286,3,0,adopted,NA
385,T1,38,2,3,37,2,inf,3,1,3,0,4,8,3,8,15,NA,5,4,3,1,0,adopted,NA
387,T1,30,2,2,28,1,inf,4,2,4,0,1,0,2,6,3,7,7,2,1.25,0.5,0,adopted,NA
388,T1,29,2,0,0,1,inf,4,2,2,3,0,0,5,6,8,7,1,4,0,1,0,adopted,NA
389,T1,50,2,8,103,2,sch,3,2,3,2,2,0,3,4,7,7,7,1,4.035714286,0.142857143,0,adopted,NA
393,T1,32,2,0,6,2,inf,4,2,4,5,7,0,5,0,17,NA,6,2,3,1,0,adopted,NA
394,T1,38,2,0,0,1,inf,5,3,4,4,7,9,6,5,26,7,5,1,0,0,0,adopted,NA
395,T1,45,2,7,88,1,sch,3,1,4,2,2,5,5,7,14,7,7,1,3.75,0.214285714,0.214285714,adopted,NA
397,T1,35,2,0,10,2,inf,4,2,3,6,5,5,5,5,21,NA,3,1,1.5,0.5,0,adopted,NA
398,T1,39,2,1,13,2,inf,3,1,2,4,7,2,4,1,17,7,5,1,2.321428571,0.107142857,0,adopted,NA
399,T1,45,2,6,78,1,sch,4,2,4,2,4,1,6,0,13,7,7,1,8,0,1,adopted,NA
400,T1,37,2,4,52,2,presch,5,3,3,5,3,5,2,4,15,2,4,1,0.75,1,0,adopted,NA
401,T1,44,2,0,8,1,inf,9,3,5,0,1,0,1,5,2,7,3,1,0,0.25,0,adopted,NA
402,T1,33,2,6,82,1,sch,4,2,2,6,4,6,6,6,22,0,6,2,5.071428571,3,2,adopted,NA
403,T1,40,2,1,22,1,inf,3,1,2,4,7,0,4,0,15,NA,6,3,2.25,1,0,adopted,NA
404,T1,35,2,2,32,1,inf,4,2,4,0,3,1,3,3,7,2,5,2,2.535714286,2,0.107142857,adopted,NA
405,T1,36,1,6,77,1,presch,5,3,4,0,2,0,2,8,4,7,7,2,9,3,1,adopted,NA
406,T1,38,2,5,67,1,presch,3,1,4,1,4,3,2,8,10,7,7,1,3.071428571,0.142857143,0,adopted,NA
411,T1,24,2,0,3,1,inf,3,1,3,2,5,0,4,0,11,NA,1,1,3,0.071428571,0,adopted,NA
412,T1,50,1,5,66,2,presch,3,1,4,0,4,2,2,5,8,6,6,3,1,0.035714286,0,adopted,NA
413,T1,37,2,3,45,2,inf,4,2,4,1,2,0,0,5,3,4,5,3,1.357142857,0.107142857,0,adopted,NA
414,T1,37,2,6,75,1,sch,4,2,3,4,6,5,3,2,18,7,6,2,4.5,0.214285714,0.5,adopted,NA
415,T1,38,2,4,52,2,presch,3,1,5,2,4,4,1,4,11,3,4,2,1.214285714,0.25,0,adopted,NA
416,T1,44,2,4,57,2,presch,5,3,2,3,4,0,4,10,11,7,7,5,5.321428571,0,0,adopted,NA
419,T1,41,2,6,73,1,sch,4,2,3,2,7,2,6,5,17,7,7,1,14.14285714,0.214285714,0,adopted,NA
421,T1,47,2,5,65,1,presch,7,5,3,0,1,0,0,8,1,2,7,4,1.107142857,1,0,adopted,NA
423,T1,38,2,7,95,1,sch,3,1,3,0,0,0,3,7,3,7,7,1,5,0.5,0.5,adopted,NA
424,T1,29,2,3,44,1,inf,4,2,3,4,3,2,2,3,11,7,7,5,1.142857143,0.5,0,adopted,NA
425,T1,45,2,6,83,2,sch,4,2,3,1,2,1,2,10,6,7,1,1,3.285714286,0.071428571,0,adopted,NA
426,T1,25,2,2,33,1,inf,4,2,2,7,5,6,5,6,23,2,5,5,3,0.5,0.5,adopted,NA
428,T1,42,2,8,105,1,sch,4,2,4,1,2,0,0,4,3,7,6,1,3.035714286,2,0.214285714,adopted,NA
429,T1,39,2,6,79,1,sch,3,1,2,3,9,5,4,6,21,7,3,3,2,1,0.035714286,adopted,NA
430,T1,33,2,0,8,2,inf,3,1,4,1,4,2,5,2,12,NA,6,1,1.035714286,1,0,adopted,NA
431,T1,38,2,8,106,1,sch,3,2,3,2,3,2,1,3,8,7,5,1,13.10714286,0.25,2,adopted,NA
433,T1,45,2,5,66,1,presch,5,3,3,5,4,2,3,5,14,4,3,3,3,1,2,adopted,NA
435,T1,48,1,5,71,1,presch,3,1,5,1,5,1,2,7,9,7,1,1,3.214285714,1,0,adopted,NA
436,T1,41,2,8,99,2,sch,3,1,2,0,3,4,2,10,9,7,6,3,3,0.035714286,0,adopted,NA
438,T1,30,2,0,2,1,inf,5,3,3,2,7,1,2,3,12,7,7,2,0.035714286,2,0,adopted,NA
439,T1,46,1,8,107,1,sch,5,3,2,2,5,2,2,2,11,7,6,1,12.03571429,0,0,adopted,NA
441,T1,49,1,9,111,1,sch,5,3,5,5,6,5,6,4,22,7,4,1,2.5,0.5,0.214285714,adopted,NA
444,T1,36,2,3,37,1,inf,5,3,3,3,4,1,1,3,9,NA,5,1,0.285714286,1,0,adopted,NA
447,T1,42,2,8,105,2,sch,3,1,3,3,2,2,4,5,11,7,5,1,5.535714286,0.035714286,0,adopted,NA
448,T1,39,2,8,98,1,sch,5,2,2,3,5,0,4,4,12,7,3,1,3.678571429,1,0.214285714,adopted,NA
449,T1,43,2,9,114,2,sch,3,1,4,3,7,6,7,5,23,7,7,4,5.214285714,0.214285714,0.214285714,adopted,NA
452,T1,31,2,4,51,2,presch,4,2,4,5,2,2,1,3,10,7,6,1,1.071428571,0.5,0,adopted,NA
454,T1,40,2,4,48,2,presch,5,3,4,3,3,1,0,9,7,7,2,1,1.607142857,2,0,adopted,NA
455,T1,36,2,5,62,1,presch,3,1,3,6,10,4,5,1,25,7,4,1,0.642857143,0.214285714,0,adopted,NA
456,T1,45,2,3,41,1,inf,3,1,3,3,6,3,3,4,15,7,3,3,2.535714286,0.5,0,adopted,NA
458,T1,32,2,0,0,1,inf,4,2,4,3,7,0,5,0,15,NA,6,1,5.5,0.25,0,adopted,NA
459,T1,38,2,9,112,2,sch,4,2,3,4,3,2,3,5,12,2,6,4,4.821428571,5,0.214285714,adopted,NA
461,T1,42,2,7,84,1,sch,3,1,3,1,1,0,7,3,9,7,7,6,2.035714286,0.5,0,adopted,NA
462,T1,45,2,8,97,1,sch,5,2,3,1,4,0,0,6,5,7,4,1,7,2,0,adopted,NA
464,T1,33,2,4,57,2,presch,5,2,2,0,2,0,6,6,8,7,7,5,2.535714286,1,0,adopted,NA
465,T1,34,2,6,81,1,sch,5,3,2,5,7,1,3,6,16,7,4,1,4.142857143,0.071428571,0,adopted,NA
466,T1,39,2,6,76,1,sch,6,2,3,1,3,1,3,5,8,2,7,5,3.464285714,0.214285714,0,adopted,NA
467,T1,38,2,8,101,1,sch,5,2,4,4,5,1,4,4,14,7,7,1,6.107142857,0.107142857,0.214285714,adopted,NA
468,T1,37,2,7,95,2,sch,6,4,2,4,6,4,5,4,19,7,7,2,8.071428571,0.25,0.035714286,adopted,NA
470,T1,35,2,6,78,2,sch,4,2,3,2,1,1,2,7,6,7,7,1,5.607142857,0.5,0.214285714,adopted,NA
474,T1,29,2,2,24,2,inf,4,2,4,2,5,1,5,2,13,7,6,2,4.035714286,0.5,0,adopted,NA
475,T1,38,2,2,35,2,inf,3,1,4,5,3,1,2,5,11,NA,7,1,1.464285714,1,0.214285714,adopted,NA
476,T1,31,2,2,26,2,inf,3,1,4,1,4,0,3,1,8,NA,7,2,0.5,0.5,0.5,adopted,NA
479,T1,35,2,4,58,1,presch,3,1,3,1,4,2,4,4,11,2,6,3,2.464285714,0.5,0.214285714,adopted,NA
480,T1,40,2,3,47,1,inf,4,2,3,5,8,2,6,3,21,2,4,2,10.57142857,0.428571429,0,adopted,NA
482,T1,41,2,4,55,2,presch,4,2,4,4,5,5,5,5,19,7,6,2,0.071428571,0.035714286,0.035714286,adopted,NA
483,T1,34,2,9,112,1,sch,5,3,4,6,10,2,2,6,20,7,3,2,5.321428571,1.5,0,adopted,NA
486,T1,39,2,1,20,1,inf,4,2,3,1,4,0,4,0,9,NA,7,2,0,0.107142857,0,adopted,NA
487,T1,31,2,3,44,2,inf,3,1,4,3,2,5,2,7,12,7,6,2,4.607142857,1.5,0,adopted,NA
488,T1,41,2,1,13,2,inf,5,3,3,3,8,0,5,2,16,NA,6,1,0.071428571,0.25,0,adopted,NA
489,T1,37,2,6,77,2,sch,4,2,2,1,4,1,1,5,7,7,7,1,3.285714286,2,0.214285714,adopted,NA
492,T1,39,2,6,74,1,sch,6,2,4,2,2,2,3,7,9,7,2,1,0.607142857,2,0,adopted,NA
495,T1,45,2,9,113,1,sch,4,2,3,4,5,1,0,4,10,7,4,4,7.5,0.214285714,0.5,adopted,NA
496,T1,41,2,7,89,2,sch,3,1,5,1,2,2,3,9,8,2,5,1,1.035714286,0.5,0.214285714,adopted,NA
498,T1,46,2,6,74,1,sch,5,3,4,2,6,1,2,5,11,7,2,1,5.142857143,0.214285714,0,adopted,NA
501,T1,42,2,8,106,2,sch,3,1,3,1,2,3,1,6,7,7,4,1,2.035714286,0.25,0.107142857,adopted,NA
502,T1,35,2,6,80,2,sch,6,1,3,2,2,2,3,4,9,6,5,2,1.642857143,1,0,adopted,NA
504,T1,34,2,9,112,1,sch,2,1,3,1,6,2,6,6,15,7,7,1,8.035714286,0,0,adopted,NA
505,T1,34,2,7,90,2,sch,4,2,2,1,1,0,4,8,6,7,6,1,2.464285714,0.5,0,adopted,NA
506,T1,38,2,7,88,1,sch,5,3,3,2,7,5,3,4,17,3,2,2,5.607142857,0.035714286,0,adopted,NA
507,T1,36,2,2,31,2,inf,4,2,4,3,5,0,5,1,13,4,5,2,1.392857143,0.5,0,adopted,NA
508,T1,30,2,0,10,2,inf,6,1,2,2,6,0,5,0,13,NA,2,2,0.5,0,0,adopted,NA
509,T1,38,1,3,45,2,inf,3,1,5,5,6,2,5,6,18,6,6,3,0.5,0.25,0.107142857,adopted,NA
510,T1,35,2,2,27,2,inf,3,1,3,3,5,2,4,4,14,NA,7,1,5.071428571,1,0,adopted,NA
511,T1,45,2,9,117,2,sch,3,1,4,4,4,6,2,9,16,7,1,1,0.785714286,1,0,adopted,NA
514,T1,22,2,2,30,2,inf,3,1,4,1,2,0,0,7,3,2,7,2,2.214285714,0,0,adopted,NA
515,T1,31,2,4,50,1,presch,3,1,2,4,6,5,1,6,16,2,6,2,1.25,1,0,adopted,NA
516,T1,40,2,5,63,2,presch,3,1,2,2,8,3,5,7,18,2,3,1,4.571428571,0.107142857,0,adopted,NA
517,T1,48,2,4,49,2,presch,3,1,2,3,3,5,3,4,14,7,7,1,5.142857143,0.107142857,0,adopted,NA
518,T1,45,2,9,117,2,sch,4,2,2,0,0,1,2,10,3,7,5,2,7.714285714,0.035714286,0.214285714,adopted,NA
519,T1,39,2,7,93,2,sch,3,2,3,0,2,0,4,6,6,7,4,1,4,1,0.5,adopted,NA
522,T1,42,2,3,40,1,inf,4,2,3,2,5,1,5,3,13,7,6,3,2.25,2,0,adopted,NA
523,T1,46,2,9,114,1,sch,3,1,4,4,5,0,1,1,10,7,5,2,10.14285714,4,0,adopted,NA
525,T1,28,2,1,23,1,inf,3,1,4,5,5,1,3,1,14,7,1,1,0,0,0,adopted,NA
526,T1,33,2,7,89,2,sch,3,1,4,2,3,9,6,10,20,7,5,1,6,0.25,0.214285714,adopted,NA
527,T1,40,2,5,70,1,presch,3,1,3,3,5,3,3,5,14,7,5,2,2.035714286,1,0.107142857,adopted,NA
531,T1,31,2,0,4,1,inf,4,2,5,3,5,2,4,6,14,NA,3,2,4,2,0,adopted,NA
533,T1,43,2,6,73,2,presch,3,1,4,3,1,1,2,8,7,7,6,1,3.607142857,4,0.5,adopted,NA
534,T1,42,2,7,92,2,sch,4,2,3,2,4,5,2,5,13,7,6,1,1.107142857,1,0.214285714,adopted,NA
535,T1,36,2,5,61,2,presch,5,1,2,1,5,3,1,7,10,2,4,4,1.857142857,0.5,0.107142857,adopted,NA
536,T1,41,2,2,28,1,inf,3,1,4,2,4,2,3,6,11,NA,4,1,5,1,0,adopted,NA
537,T1,30,1,1,22,1,inf,3,1,4,5,4,5,4,5,18,7,7,1,1,0.5,0.5,adopted,NA
538,T1,31,2,3,43,1,inf,3,1,2,2,6,4,3,5,15,7,6,1,3.214285714,0.107142857,0,adopted,NA
539,T1,47,2,8,107,2,sch,3,1,4,7,8,6,4,6,25,7,5,1,7,0.25,0.107142857,adopted,NA
541,T1,26,2,0,6,2,inf,3,1,3,2,4,1,4,1,11,NA,7,2,0,0,0,adopted,NA
543,T1,48,2,7,95,2,sch,3,1,3,2,4,1,2,9,9,7,5,1,4,0.214285714,0,adopted,NA
544,T1,36,2,4,49,1,presch,4,2,4,1,3,6,1,6,11,7,7,3,2.464285714,2,0,adopted,NA
545,T1,38,2,1,14,1,inf,5,1,4,3,8,0,6,0,17,7,6,6,1.75,1,0.5,adopted,NA
547,T1,34,2,1,22,1,inf,3,1,3,1,4,0,3,3,8,7,6,1,4,2,0,adopted,NA
548,T1,29,2,0,11,2,inf,3,1,4,2,4,2,3,0,11,NA,7,5,1.25,0.5,0,adopted,NA
549,T1,43,2,4,51,2,presch,5,3,2,2,4,0,4,2,10,7,6,2,2.035714286,0.5,0,adopted,NA
552,T1,41,1,0,6,2,inf,5,1,4,1,3,0,2,4,6,NA,4,4,1.5,0.5,0,adopted,NA
553,T1,44,2,9,115,2,sch,5,3,4,2,4,0,0,8,6,7,5,1,2.5,1,0.214285714,adopted,NA
554,T1,37,2,5,60,1,presch,2,2,4,1,7,4,3,5,15,2,6,4,3.535714286,0.5,0.5,adopted,NA
555,T1,29,2,2,25,2,inf,3,1,4,2,6,0,2,4,10,2,2,2,0.75,1,0,adopted,NA
557,T1,46,2,6,78,2,sch,6,3,2,0,3,1,0,10,4,7,6,7,1.5,0.071428571,0.214285714,adopted,NA
558,T1,32,2,8,103,2,sch,4,2,3,0,2,6,4,10,12,7,1,1,3.642857143,1,0.107142857,adopted,NA
559,T1,41,2,7,84,2,sch,4,2,3,2,8,0,1,3,11,7,5,1,2.607142857,0.035714286,0,adopted,NA
560,T1,32,2,0,1,1,inf,6,4,2,2,5,1,5,2,13,NA,7,1,1.678571429,0.25,0.5,adopted,NA
561,T1,36,2,9,110,2,sch,3,1,4,1,0,0,2,9,3,7,7,1,1.714285714,0.107142857,0.5,adopted,NA
562,T1,31,2,1,23,2,inf,3,1,3,3,5,1,3,2,12,5,7,7,1.071428571,0.5,0,adopted,NA
565,T1,35,2,3,45,2,inf,3,1,5,5,2,4,7,7,18,7,4,2,4.035714286,1,0,adopted,NA
567,T1,38,2,6,76,2,sch,5,3,2,1,2,0,2,3,5,7,7,7,1.178571429,1,0.214285714,adopted,NA
568,T1,51,2,9,112,2,sch,3,1,2,1,3,1,4,10,9,7,4,3,3.607142857,1,2.5,adopted,NA
573,T1,42,2,6,83,2,sch,3,1,4,1,2,3,5,2,11,7,4,1,4.071428571,0.5,0,adopted,NA
575,T1,29,2,0,8,2,inf,4,2,3,2,4,0,6,0,12,NA,7,3,1.035714286,0,0,adopted,NA
576,T1,47,1,9,110,2,sch,3,2,1,3,8,4,6,6,21,7,6,2,3.464285714,0.071428571,0,adopted,NA
577,T1,43,2,4,57,1,presch,3,1,2,4,8,1,3,3,16,5,1,2,3.5,1,0,adopted,NA
578,T1,36,2,3,41,2,inf,5,3,4,4,5,1,1,4,11,7,6,2,5.75,0.5,0,adopted,NA
580,T1,49,2,9,110,1,sch,3,1,4,0,0,0,1,9,1,7,5,2,4.5,0.214285714,0.214285714,adopted,NA
588,T1,39,2,2,31,2,inf,3,1,4,3,1,3,2,9,9,7,7,2,3.107142857,0.214285714,0,adopted,NA
589,T1,37,2,6,80,2,sch,4,2,3,1,0,0,0,10,1,7,7,2,2.071428571,1,0.107142857,adopted,NA
592,T1,41,2,5,70,2,presch,4,2,2,2,3,3,4,8,12,7,7,2,5.642857143,1,0.214285714,adopted,NA
593,T1,38,2,0,7,2,inf,3,1,2,2,5,0,4,0,11,7,4,1,0.428571429,0,0,adopted,NA
594,T1,42,2,6,81,2,sch,5,3,2,1,5,4,1,5,11,7,1,1,12.85714286,0.107142857,0,adopted,NA
595,T1,59,1,5,61,1,presch,4,2,4,2,4,0,1,6,7,7,7,2,1.964285714,1,0,adopted,NA
596,T1,30,2,0,9,2,inf,3,1,5,2,4,0,6,0,12,NA,5,3,0.607142857,0.107142857,0,adopted,NA
597,T1,33,2,2,33,2,inf,4,2,4,0,1,2,3,7,6,NA,6,3,2.892857143,0.25,0,adopted,NA
598,T1,36,2,4,54,2,presch,4,2,4,4,6,1,0,6,11,7,5,2,4.321428571,2,0,adopted,NA
599,T1,39,2,7,92,2,sch,2,1,3,7,8,9,2,5,26,7,4,1,2.071428571,0,0,adopted,NA
602,T1,31,2,5,65,2,presch,4,2,3,0,2,2,2,10,6,7,2,1,1.321428571,2,0.5,adopted,NA
603,T1,41,2,6,73,2,sch,5,2,3,0,4,0,3,10,7,7,5,1,1.107142857,1,0.214285714,adopted,NA
608,T1,36,2,3,40,2,inf,4,2,4,2,2,2,4,6,10,7,4,2,3.5,0.214285714,0,adopted,NA
610,T1,41,2,1,22,2,inf,3,1,4,1,0,0,4,3,5,NA,7,1,5.5,0.5,0,adopted,NA
613,T1,32,2,4,52,1,presch,4,1,4,7,7,3,5,4,22,2,3,3,5.285714286,0.5,0,adopted,NA
